avearge_WindSpeed_prediction,avearge_WindDirectionCos_prediction,avearge_WindDirectionSin_prediction,da_AirTemperature_prediction,da_AirHumidity_prediction,da_AirPressure_prediction,real_WindPower
0.06511335,0.003726924,0.426669375,0.302325581,0.714285714,0.833333333,0.01694
0.056801008,0.000304586,0.471139408,0.302325581,0.714285714,0.833333333,0
0.06511335,0,0.488984464,0.302325581,0.714285714,0.833333333,0
0.073047859,0.000304586,0.50682952,0.302325581,0.714285714,0.833333333,0
0.089546599,0.002739053,0.542432692,0.325581395,0.714285714,0.833333333,0
0.097481108,0.004865965,0.560147431,0.325581395,0.714285714,0.833333333,0
0.121788413,0.009186409,0.586550259,0.325581395,0.714285714,0.833333333,0
0.138161209,0.0109262,0.59529533,0.348837209,0.714285714,0.833333333,0
0.146221662,0.017037087,0.621325636,0.348837209,0.642857143,1,0
0.162594458,0.019369152,0.629925292,0.372093023,0.642857143,1,0.0029568
0.178715365,0.024471742,0.646993203,0.372093023,0.642857143,1,0.022140801
0.186901763,0.027240712,0.655456259,0.372093023,0.642857143,1,0.0628935
0.195088161,0.036408073,0.680530938,0.395348837,0.642857143,1,0.074676752
0.203274559,0.036408073,0.680530938,0.395348837,0.642857143,1,0.070664
0.211335013,0.046846106,0.705080601,0.395348837,0.642857143,1,0.094151249
0.211335013,0.058526204,0.72903796,0.395348837,0.642857143,1,0.058942499
0.219521411,0.075975952,0.759946503,0.372093023,0.714285714,1,0.060755248
0.219521411,0.090423978,0.782269595,0.372093023,0.714285714,1,0.062295251
0.227707809,0.100682245,0.796708748,0.372093023,0.714285714,1,0.089390497
0.251889169,0.100682245,0.796708748,0.372093023,0.714285714,1,0.102167997
0.268261965,0.100682245,0.796708748,0.395348837,0.785714286,0.833333333,0.093693504
0.292821159,0.100682245,0.796708748,0.395348837,0.785714286,0.833333333,0.059505501
0.308942066,0.100682245,0.796708748,0.395348837,0.785714286,0.833333333,0.057974501
0.316876574,0.095491503,0.789534947,0.395348837,0.785714286,0.833333333,0.095418501
0.325188917,0.095491503,0.789534947,0.418604651,0.714285714,0.833333333,0.135581503
0.325188917,0.090423978,0.782269595,0.418604651,0.714285714,0.833333333,0.130732746
0.33324937,0.095491503,0.789534947,0.418604651,0.714285714,0.833333333,0.1219065
0.33324937,0.105994623,0.803788813,0.418604651,0.714285714,0.833333333,0.118668003
0.349748111,0.116977779,0.817659139,0.395348837,0.785714286,0.833333333,0.095875998
0.357808564,0.128427588,0.831129024,0.395348837,0.785714286,0.833333333,0.106893501
0.373929471,0.134323149,0.837708655,0.395348837,0.785714286,0.833333333,0.111522503
0.390302267,0.1403301,0.84418206,0.395348837,0.785714286,0.833333333,0.116397495
0.414609572,0.14644661,0.850547269,0.395348837,0.785714286,0.666666667,0.109788752
0.430982368,0.152670815,0.856802342,0.395348837,0.785714286,0.666666667,0.140632753
0.463350126,0.14644661,0.850547269,0.395348837,0.785714286,0.666666667,0.170922508
0.487783375,0.1403301,0.84418206,0.395348837,0.785714286,0.666666667,0.13610075
0.520277078,0.1403301,0.84418206,0.395348837,0.714285714,0.666666667,0.174759254
0.544710327,0.1403301,0.84418206,0.395348837,0.714285714,0.666666667,0.185037746
0.560831234,0.134323149,0.837708655,0.395348837,0.714285714,0.666666667,0.159992752
0.577455919,0.128427588,0.831129024,0.395348837,0.714285714,0.666666667,0.212071247
0.593450882,0.12264521,0.824445174,0.395348837,0.714285714,0.666666667,0.216559258
0.609823678,0.116977779,0.817659139,0.395348837,0.714285714,0.666666667,0.219278259
0.617758186,0.11142702,0.810772986,0.395348837,0.714285714,0.666666667,0.229372005
0.617758186,0.105994623,0.803788813,0.395348837,0.714285714,0.666666667,0.271947498
0.617758186,0.105994623,0.803788813,0.372093023,0.785714286,0.666666667,0.327545014
0.626070529,0.100682245,0.796708748,0.372093023,0.785714286,0.666666667,0.36908001
0.634130982,0.095491503,0.789534947,0.372093023,0.785714286,0.666666667,0.366767502
0.642443325,0.090423978,0.782269595,0.372093023,0.785714286,0.666666667,0.372820015
0.658438287,0.080664716,0.76747312,0.348837209,0.857142857,0.833333333,0.400047493
0.66675063,0.075975952,0.759946503,0.348837209,0.857142857,0.833333333,0.468334999
0.66675063,0.07141635,0.752337349,0.348837209,0.857142857,0.833333333,0.477497482
0.66675063,0.066987298,0.744647975,0.348837209,0.785714286,0.833333333,0.43932251
0.650377834,0.066987298,0.744647975,0.372093023,0.785714286,0.833333333,0.37213501
0.650377834,0.066987298,0.744647975,0.372093023,0.714285714,0.833333333,0.341474991
0.642443325,0.062690146,0.736880723,0.372093023,0.714285714,0.833333333,0.338632507
0.634130982,0.058526204,0.72903796,0.372093023,0.714285714,0.833333333,0.36973999
0.634130982,0.050602977,0.713135477,0.372093023,0.714285714,0.833333333,0.403479996
0.626070529,0.046846106,0.705080601,0.372093023,0.714285714,0.833333333,0.406797485
0.626070529,0.046846106,0.705080601,0.372093023,0.714285714,0.833333333,0.398912506
0.617758186,0.043227271,0.696959901,0.372093023,0.714285714,0.833333333,0.400487518
0.609823678,0.043227271,0.696959901,0.372093023,0.714285714,1,0.396809997
0.60163728,0.039747574,0.688775848,0.372093023,0.714285714,1,0.333932495
0.60163728,0.036408073,0.680530938,0.372093023,0.714285714,1,0.360042496
0.593450882,0.033209787,0.672227681,0.372093023,0.714285714,1,0.370287514
0.585264484,0.033209787,0.672227681,0.372093023,0.714285714,1,0.35632
0.585264484,0.03015369,0.663868605,0.372093023,0.714285714,1,0.411337509
0.577455919,0.03015369,0.663868605,0.372093023,0.714285714,1,0.406595001
0.577455919,0.027240712,0.655456259,0.372093023,0.714285714,1,0.370769997
0.569143577,0.027240712,0.655456259,0.372093023,0.642857143,1,0.340084992
0.504156171,0.039747574,0.688775848,0.325581395,0.785714286,1,0.304137497
0.495843829,0.039747574,0.688775848,0.325581395,0.785714286,1,0.313869991
0.487783375,0.036408073,0.680530938,0.325581395,0.785714286,1,0.300027504
0.471536524,0.036408073,0.680530938,0.302325581,0.785714286,0.833333333,0.282892494
0.463350126,0.033209787,0.672227681,0.302325581,0.785714286,0.833333333,0.368894997
0.455289673,0.036408073,0.680530938,0.302325581,0.785714286,0.833333333,0.413370018
0.447103275,0.033209787,0.672227681,0.302325581,0.785714286,0.833333333,0.337955017
0.447103275,0.03015369,0.663868605,0.302325581,0.785714286,0.833333333,0.2673275
0.430982368,0.03015369,0.663868605,0.302325581,0.785714286,0.833333333,0.273020001
0.430982368,0.027240712,0.655456259,0.302325581,0.785714286,0.833333333,0.295634994
0.430982368,0.027240712,0.655456259,0.302325581,0.714285714,0.833333333,0.291227493
0.439042821,0.024471742,0.646993203,0.325581395,0.714285714,0.833333333,0.278150005
0.439042821,0.024471742,0.646993203,0.325581395,0.642857143,0.833333333,0.309812508
0.439042821,0.024471742,0.646993203,0.325581395,0.642857143,0.833333333,0.271744995
0.439042821,0.024471742,0.646993203,0.325581395,0.642857143,0.833333333,0.263929997
0.430982368,0.021847622,0.638482017,0.325581395,0.642857143,0.833333333,0.278512497
0.430982368,0.021847622,0.638482017,0.325581395,0.642857143,0.833333333,0.259282494
0.430982368,0.021847622,0.638482017,0.325581395,0.642857143,0.833333333,0.234150505
0.430982368,0.021847622,0.638482017,0.325581395,0.642857143,0.833333333,0.215380001
0.42279597,0.021847622,0.638482017,0.302325581,0.642857143,0.833333333,0.206967258
0.42279597,0.019369152,0.629925292,0.302325581,0.642857143,0.833333333,0.171608753
0.42279597,0.019369152,0.629925292,0.302325581,0.642857143,0.833333333,0.1972785
0.414609572,0.017037087,0.621325636,0.302325581,0.642857143,0.833333333,0.204379997
0.414609572,0.017037087,0.621325636,0.302325581,0.642857143,1,0.224664001
0.414609572,0.014852137,0.612685667,0.302325581,0.642857143,1,0.233235245
0.414609572,0.014852137,0.612685667,0.302325581,0.642857143,1,0.208454494
0.414609572,0.017037087,0.621325636,0.302325581,0.642857143,1,0.191576004
0.406423174,0.017037087,0.621325636,0.302325581,0.642857143,1,0.152732754
0.414609572,0.019369152,0.629925292,0.302325581,0.642857143,1,0.153163996
0.414609572,0.021847622,0.638482017,0.302325581,0.642857143,1,0.136681499
0.42279597,0.024471742,0.646993203,0.302325581,0.642857143,1,0.136804752
0.430982368,0.024471742,0.646993203,0.302325581,0.642857143,1,0.112472754
0.439042821,0.027240712,0.655456259,0.302325581,0.642857143,1,0.103338499
0.439042821,0.03015369,0.663868605,0.302325581,0.642857143,1,0.122971249
0.447103275,0.03015369,0.663868605,0.302325581,0.642857143,1,0.128867254
0.455289673,0.033209787,0.672227681,0.325581395,0.571428571,1,0.129272003
0.455289673,0.036408073,0.680530938,0.325581395,0.571428571,1,0.133988752
0.463350126,0.036408073,0.680530938,0.348837209,0.571428571,1,0.150304003
0.463350126,0.036408073,0.680530938,0.372093023,0.5,1,0.193133507
0.463350126,0.033209787,0.672227681,0.395348837,0.5,1,0.234625492
0.463350126,0.033209787,0.672227681,0.418604651,0.428571429,1,0.261017494
0.463350126,0.033209787,0.672227681,0.418604651,0.428571429,1,0.261412506
0.463350126,0.036408073,0.680530938,0.441860465,0.357142857,1,0.245449505
0.463350126,0.036408073,0.680530938,0.465116279,0.357142857,1,0.272077503
0.455289673,0.039747574,0.688775848,0.488372093,0.285714286,1,0.25126751
0.463350126,0.046846106,0.705080601,0.488372093,0.285714286,1,0.289775009
0.471536524,0.054496738,0.721122075,0.488372093,0.285714286,1,0.293417492
0.487783375,0.062690146,0.736880723,0.488372093,0.285714286,1,0.252427502
0.495843829,0.07141635,0.752337349,0.488372093,0.285714286,1,0.249506493
0.512342569,0.080664716,0.76747312,0.488372093,0.357142857,1,0.244824753
0.528463476,0.090423978,0.782269595,0.465116279,0.428571429,1,0.230674496
0.544710327,0.100682245,0.796708748,0.441860465,0.5,1,0.210768757
0.552896725,0.105994623,0.803788813,0.418604651,0.571428571,1,0.210742493
0.569143577,0.116977779,0.817659139,0.418604651,0.571428571,1,0.202127247
0.585264484,0.12264521,0.824445174,0.418604651,0.571428571,1,0.230234509
0.593450882,0.134323149,0.837708655,0.395348837,0.642857143,0.833333333,0.273980007
0.60163728,0.1403301,0.84418206,0.395348837,0.642857143,0.833333333,0.275157509
0.617758186,0.1403301,0.84418206,0.395348837,0.642857143,0.833333333,0.288939991
0.634130982,0.14644661,0.850547269,0.395348837,0.642857143,0.833333333,0.291887493
0.650377834,0.14644661,0.850547269,0.395348837,0.642857143,0.666666667,0.301504994
0.66675063,0.14644661,0.850547269,0.395348837,0.642857143,0.666666667,0.306142502
0.682997481,0.14644661,0.850547269,0.395348837,0.642857143,0.666666667,0.321797485
0.699118388,0.14644661,0.850547269,0.395348837,0.642857143,0.666666667,0.345665016
0.715239295,0.1403301,0.84418206,0.395348837,0.642857143,0.666666667,0.335842514
0.723425693,0.1403301,0.84418206,0.395348837,0.642857143,0.666666667,0.336327515
0.73186398,0.1403301,0.84418206,0.395348837,0.642857143,0.666666667,0.330282516
0.73186398,0.134323149,0.837708655,0.395348837,0.642857143,0.666666667,0.343165016
0.739798489,0.134323149,0.837708655,0.395348837,0.642857143,0.666666667,0.339027481
0.739798489,0.128427588,0.831129024,0.395348837,0.642857143,0.666666667,0.363219986
0.739798489,0.128427588,0.831129024,0.395348837,0.642857143,0.666666667,0.38236
0.739798489,0.12264521,0.824445174,0.395348837,0.642857143,0.666666667,0.404360008
0.739798489,0.12264521,0.824445174,0.395348837,0.642857143,0.666666667,0.410369988
0.747984886,0.116977779,0.817659139,0.395348837,0.642857143,0.666666667,0.453720016
0.747984886,0.11142702,0.810772986,0.395348837,0.642857143,0.666666667,0.5084375
0.756171285,0.105994623,0.803788813,0.395348837,0.642857143,0.666666667,0.513525009
0.764231738,0.100682245,0.796708748,0.395348837,0.571428571,0.666666667,0.527594986
0.772544081,0.095491503,0.789534947,0.395348837,0.571428571,0.666666667,0.578230019
0.772544081,0.085481214,0.774914906,0.395348837,0.571428571,0.666666667,0.600900002
0.788539043,0.080664716,0.76747312,0.395348837,0.571428571,0.666666667,0.634780007
0.796725441,0.075975952,0.759946503,0.395348837,0.571428571,0.833333333,0.696484985
0.813098237,0.07141635,0.752337349,0.395348837,0.571428571,0.833333333,0.702285004
0.82115869,0.062690146,0.736880723,0.395348837,0.571428571,0.833333333,0.678929978
0.829219143,0.062690146,0.736880723,0.418604651,0.571428571,0.833333333,0.675197525
0.837531486,0.058526204,0.72903796,0.418604651,0.5,0.833333333,0.596552505
0.837531486,0.054496738,0.721122075,0.441860465,0.5,0.833333333,0.594027481
0.837531486,0.050602977,0.713135477,0.441860465,0.5,0.833333333,0.60382
0.837531486,0.046846106,0.705080601,0.441860465,0.5,0.833333333,0.581467514
0.837531486,0.046846106,0.705080601,0.441860465,0.428571429,0.833333333,0.588227501
0.837531486,0.043227271,0.696959901,0.441860465,0.428571429,0.833333333,0.570634995
0.829219143,0.039747574,0.688775848,0.441860465,0.428571429,0.833333333,0.596542511
0.82115869,0.036408073,0.680530938,0.441860465,0.428571429,0.833333333,0.566534996
0.813098237,0.03015369,0.663868605,0.441860465,0.428571429,0.833333333,0.547332497
0.813098237,0.03015369,0.663868605,0.441860465,0.428571429,0.833333333,0.483462486
0.804911839,0.027240712,0.655456259,0.441860465,0.428571429,0.833333333,0.471742516
0.804911839,0.024471742,0.646993203,0.441860465,0.428571429,0.833333333,0.467227516
0.796725441,0.024471742,0.646993203,0.441860465,0.428571429,0.833333333,0.486657486
0.739798489,0.021847622,0.638482017,0.441860465,0.357142857,0.833333333,0.597247505
0.73186398,0.017037087,0.621325636,0.441860465,0.357142857,0.833333333,0.604954987
0.715239295,0.014852137,0.612685667,0.441860465,0.357142857,0.833333333,0.678357468
0.715239295,0.014852137,0.612685667,0.418604651,0.428571429,0.833333333,0.684059982
0.707430731,0.012814967,0.604008017,0.418604651,0.428571429,0.833333333,0.691742478
0.699118388,0.0109262,0.59529533,0.418604651,0.428571429,0.833333333,0.692137528
0.691183879,0.009186409,0.586550259,0.418604651,0.428571429,0.833333333,0.653822479
0.682997481,0.007596123,0.57777547,0.395348837,0.357142857,0.833333333,0.666467514
0.66675063,0.007596123,0.57777547,0.395348837,0.357142857,0.833333333,0.657052536
0.66675063,0.00615583,0.568973633,0.395348837,0.357142857,0.833333333,0.591245003
0.674811083,0.00615583,0.568973633,0.395348837,0.357142857,0.833333333,0.579085007
0.674811083,0.00615583,0.568973633,0.372093023,0.428571429,0.666666667,0.616167488
0.682997481,0.00615583,0.568973633,0.372093023,0.428571429,0.666666667,0.588605003
0.682997481,0.004865965,0.560147431,0.372093023,0.428571429,0.666666667,0.577877502
0.682997481,0.003726924,0.551299552,0.372093023,0.428571429,0.666666667,0.540654984
0.674811083,0.002739053,0.542432692,0.372093023,0.428571429,0.833333333,0.537652512
0.674811083,0.002739053,0.542432692,0.372093023,0.428571429,0.833333333,0.456834984
0.658438287,0.001902651,0.53354955,0.372093023,0.428571429,0.833333333,0.412077484
0.650377834,0.001217975,0.524652834,0.372093023,0.428571429,0.833333333,0.400074997
0.642443325,0.000685233,0.515745252,0.372093023,0.357142857,0.833333333,0.357702484
0.634130982,0.000304586,0.50682952,0.372093023,0.357142857,0.833333333,0.335719986
0.626070529,0.000304586,0.50682952,0.372093023,0.357142857,0.833333333,0.328634987
0.617758186,0.000304586,0.50682952,0.372093023,0.357142857,0.833333333,0.301337509
0.609823678,0.000304586,0.50682952,0.348837209,0.428571429,0.833333333,0.259537506
0.60163728,0.000685233,0.515745252,0.348837209,0.428571429,0.833333333,0.237802506
0.60163728,0.000685233,0.515745252,0.348837209,0.428571429,0.833333333,0.255559997
0.593450882,0.000685233,0.515745252,0.348837209,0.428571429,0.833333333,0.214860744
0.585264484,0.000304586,0.50682952,0.325581395,0.428571429,0.833333333,0.180188751
0.577455919,0.000304586,0.50682952,0.325581395,0.428571429,0.833333333,0.176475258
0.569143577,0.000304586,0.50682952,0.325581395,0.428571429,0.833333333,0.145675249
0.560831234,0.000304586,0.50682952,0.325581395,0.428571429,0.833333333,0.13973525
0.544710327,7.62E-05,0.497908351,0.325581395,0.5,0.833333333,0.135106497
0.536649874,7.62E-05,0.497908351,0.325581395,0.5,0.833333333,0.105239248
0.520277078,7.62E-05,0.497908351,0.325581395,0.5,0.833333333,0.096650496
0.495843829,0.000304586,0.50682952,0.325581395,0.5,0.833333333,0.074562502
0.479596977,0.000304586,0.50682952,0.348837209,0.5,0.833333333,0.054938502
0.455289673,0.000685233,0.515745252,0.348837209,0.5,0.833333333,0.032076001
0.439042821,0.000685233,0.515745252,0.372093023,0.5,0.833333333,0.035376
0.42279597,0.000685233,0.515745252,0.395348837,0.428571429,0.833333333,0.03017525
0.398236776,0.001217975,0.524652834,0.418604651,0.428571429,0.833333333,0.018304
0.382115869,0.001217975,0.524652834,0.441860465,0.357142857,0.833333333,0.03602725
0.365869018,0.001902651,0.53354955,0.465116279,0.357142857,0.833333333,0.060165501
0.349748111,0.001902651,0.53354955,0.488372093,0.285714286,0.833333333,0.044827251
0.33324937,0.002739053,0.542432692,0.511627907,0.285714286,0.833333333,0.050635252
0.316876574,0.002739053,0.542432692,0.534883721,0.214285714,0.833333333,0.045451999
0.300881612,0.003726924,0.551299552,0.558139535,0.214285714,0.833333333,0.054727249
0.292821159,0.009186409,0.586550259,0.581395349,0.142857143,0.833333333,0.062831998
0.276322418,0.012814967,0.604008017,0.604651163,0.071428571,0.833333333,0.045284748
0.268261965,0.021847622,0.638482017,0.627906977,0,0.833333333,0.05160325
0.260075567,0.033209787,0.672227681,0.651162791,0,0.833333333,0.062400751
